name,wins,byes,rank,faction,points,totalhealth,totalmainattack,totalagility,totalupgradecount,totaluselesscount,totaluselesscost,shipcount,handicap,avginitiative,url
Jason Seagram,2,0,128,firstorder,200,19,10,10,6,1,1,4,1,4.0,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z382X319WWW247Y384XWWW236Y243XWWW182W240WY259X206WWWW&sn=Jason%20Seagram%20JTO&obs=coreasteroid0,vt49decimatordebris0,gascloud1"
Nathan Skelly,2,0,128,galacticempire,198,18,9,11,5,0,0,4,2,4.25,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z194X123WW12W102Y220XWY187XW137W100WWWY222XW&sn=Nathan%20Skelly%20JTO&obs=
Eyvan SALGADO,2,0,128,rebelalliance,198,24,11,8,5,0,0,4,2,2.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z23XWW234W4WY8XW134WWW142Y59XWW32WY57XW&sn=ESA_JTO&obs=
James harton,2,0,128,scumandvillainy,196,35,9,6,6,0,0,4,4,2.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z400XW10WWW96WWY88X137WWW2W316WWY115XWWWWWWW159WY130XWWWWW&sn=ilovcupcak3s%20JTO&obs=
Stephen Gage,2,0,128,resistance,199,28,9,7,9,1,1,4,2,3.75,"https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z377X123WW195WW236WW315Y380XW6WW165WWY244XWW37WW174WWW193Y345XWWW&sn=Stephen%20Gage%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
Alex Boulton,2,0,128,galacticempire,200,23,11,12,5,0,0,5,0,3.2,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z225X133W109Y186X26WW165Y219XWY218XWY189XWW311WWW&sn=Alex%20Boulton%20JTO&obs=
Ryan Becker,2,0,128,scumandvillainy,200,32,11,8,4,0,0,4,0,2.5,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z249X256WY128X53WWWWY128XW92WWWY131XWWW8WW&sn=Ryan%20Becker%20JTO&obs=yt2400debris0,yt2400debris1,yt2400debris2"
Will Pearce,2,0,128,scumandvillainy,198,26,9,5,6,0,0,3,2,3.3333333333333335,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z119XW311WWW108W105Y107XWW102W48W68WWWY146XWWWWWW&sn=Will%20Pearce%20JTO&obs=
Claudio Veas,2,0,128,scumandvillainy,192,21,10,11,4,0,0,4,8,3.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z82XWW12WWWWWY143XWWWW106Y132XWW135Y101X121W&sn=Claudio%20Veas%20JTO&obs=
Jürgen M.,2,0,128,galacticrepublic,199,28,9,6,6,0,0,4,1,3.75,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z332XW113W6W134Y333XWWW234Y342XWWWWW164Y362XW137WWWWW&sn=J%C3%BCrgen%20M.%20JTO&obs=coreasteroid5,gascloud1,gascloud2"
Brien Robles (slim),2,0,128,galacticempire,198,25,9,9,8,0,0,4,2,2.75,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z161X127WW136W98W104WY168XW12WWW164W162Y169X250WWY229X&sn=Brien%20Robles%20JTO&obs=
William Cameron,2,0,128,galacticrepublic,200,23,9,8,7,0,0,4,0,3.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z341X134W32W227WWY314X74W5W200WY316XW311WY320XWW&sn=Evan%20Cameron%20JTO&obs=
Sam Page,2,0,128,firstorder,198,19,11,12,3,0,0,4,2,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z386X178WWY384XWW98WY384XWWW164Y262XWW&sn=Sam%20Page%20JTO&obs=
Robert Blackstock,2,0,128,scumandvillainy,200,38,12,8,1,0,0,5,0,2.8,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z111XWWWWY96XY90XWWWWWWWY126XWWWWW160Y94XWW&sn=Robert%20Blackstock%20JTO&obs=
Ben Janssen,2,0,128,scumandvillainy,195,30,10,7,3,0,0,4,5,2.75,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z150XWWWWY87XWW234WWWWWY92XW43WW80WWWY119XWWWWW&sn=Ben%20Janssen%20JTO&obs=coreasteroid0,coreasteroid1,core2asteroid0"
Chris Bobby ,2,0,128,galacticempire,200,23,12,12,4,0,0,5,0,2.8,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z181XWWY188XW138W99WWWY163XWWW101WWY221XY200X124WWW&sn=MatCauthonReborn%20JTO&obs=
balindamood,2,0,128,scumandvillainy,195,21,9,11,8,0,0,4,5,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z150X132W111WW165WY248XW249Y116XW134WWWWWW159WY247X256W166&sn=final%20jank&obs=
Aaron Daiter,2,0,128,resistance,199,26,8,4,8,0,0,3,1,3.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z295XW244WWW95WWY253XW190WW175W198WWY351XW198WW136WWW5W&sn=The%20Sympathy%20Smasher&obs=
Daniel Smith,2,0,128,separatistalliance,200,25,10,7,7,0,0,4,0,2.5,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z272XWW234W218WWWW216WY324X234WW70WWY307XW207WY327XWW221WW&sn=Daniel%20Smith%20JTO&obs=
Matthew LeCLair,2,0,128,scumandvillainy,197,27,10,9,13,0,0,4,3,2.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z154X125W12W99W63W16W79W94W164W150Y139XW135Y120X125WW95WW109WY138XW&sn=Matthew%20LeClair%20JTO&obs=
Aaron Czajkowski,2,0,128,firstorder,200,30,10,7,3,0,0,4,0,4.25,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z385X181WWWWWY251X318WWWWWWWY285XWWWWWY243XWWW182WW&sn=208th%20Special%20Forces%20Strike%20Group%20%22Specter%22&obs=yt2400debris2
Charles Fletcher III,2,0,128,galacticrepublic,200,31,10,8,10,0,0,5,0,2.8,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z364X127W138W234WW6WW211Y319XWY318XW98WY360XW137W234WW4W71WY320XWW&sn=Charles%20Fletcher%20JTO&obs=
Matt Can,2,0,128,rebelalliance,200,30,11,6,3,0,0,4,0,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z80XWWWW3WY69XWWWWY36XWW54WWW140Y60XWW&sn=Matt%20Ca-%20JTO&obs=
John Gardner ,2,0,128,galacticrepublic,200,35,12,11,3,0,0,6,0,3.1666666666666665,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z316X119WWY320X116WWY320XWWY360XWWWWWWY361XWWWWWY276XWW200W&sn=John%20Gardner%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
Romain Bonnet,2,0,128,firstorder,198,20,9,11,6,1,3,4,5,3.25,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z265X206W249Y284XW178W134WY242XWWW182W111WY264XWW&sn=Romain%20Bonnet%20JTO&obs=
Paul Adler,2,0,128,galacticrepublic,199,25,8,7,8,1,3,4,4,4.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z312X75WW200WY332XWW233W134Y365X119W137W135WWWW249Y360XWWWWWW&sn=Interceptor%20JTO&obs=
Luke Paulson,2,0,128,galacticempire,199,28,9,8,3,0,0,4,1,3.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z162XW240WW99WWY167XWWWWWY173XW112WWY206XWWWWWW&sn=Unnamed%20Squadron&obs=
Chris Langland,2,0,128,firstorder,200,26,12,10,2,0,0,4,0,1.75,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z386XWW102Y265XWY384XWWWY281XWW183WWWWW&sn=Chris%20Langland%20JTO&obs=
Matthew Deering,2,0,128,galacticempire,198,31,10,6,4,1,2,4,4,2.75,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z210XWW71W105Y206XWWW88WWWY215XWW29WWWWWWY190XWWWW&sn=Matthew%20Deering%20JTO&obs=gascloud1,gascloud2,gascloud3"
Matt Stief,2,0,128,rebelalliance,200,32,12,6,2,0,0,4,0,2.25,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z59X133WWWY63XWWWWWWWY24XWW5WY56XWW&sn=Matt%20Stief%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
"Maxime ""Maxx"" Clergue",2,0,128,firstorder,195,18,10,12,4,0,0,4,5,4.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z283X131WWW101Y262X119WWY267XWWY381X126WWW&sn=Maxime%20Clergue%20JTO&obs=
Josef Riccio,0,1,256,rebelalliance,198,23,11,8,6,0,0,4,2,4.25,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z51X127WWY65X127W46WWW167Y80XWWW81WWY5XWWWW142&sn=Josef%20Riccio%20JTO&obs=
tigris,0,1,256,resistance,198,22,8,5,13,0,0,3,2,3.3333333333333335,"https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z347XWW234W37W61W205W108Y258X6WW175W206W171W101Y231XW2WW175W186WW&sn=Ronald%20Daguman%20JTO&obs=coreasteroid5,yt2400debris2,core2asteroid5"
Dylan Emde,0,1,256,scumandvillainy,200,21,11,12,10,3,5,5,5,2.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z149X126W111W135W249WY143X178WWW95W108Y95X118W45WY159XW95WY248XW&sn=Dylan%20Emde%20JTO&obs=
Magne Gudmundsen,0,1,256,firstorder,198,16,9,9,4,0,0,3,2,3.6666666666666665,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z283XWW134WY386XW234WY381XW177W102W&sn=Magne%20Gudmundsen%20JTO&obs=coreasteroid5,core2asteroid5,gascloud5"
Brett Freeman,0,1,256,galacticrepublic,197,25,10,7,6,0,0,4,3,3.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z341XW30WWWY277X72W252W201WY332XWW213W134Y315XWW&sn=Brett%20Freeman%20JTO&obs=
judealan,0,1,256,galacticempire,199,33,12,8,5,1,2,5,3,2.8,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z395X124WW317WY189XWWWWWY168X113WWWW106WY192XWWWWW71WWY187XWWWWW&sn=Judealan%20JTO&obs=core2asteroid0,core2asteroid1,core2asteroid2"
Gabriel Dennis,0,1,256,galacticrepublic,197,22,8,5,6,0,0,3,3,3.6666666666666665,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z280X234W32W89W2W109Y341XWWWWY273XWW200W&sn=Gabriel%20Dennis%20JTO&obs=""}},""version"":""2.0.0""}"
Sebon,0,1,256,firstorder,199,19,11,12,4,0,0,4,1,2.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z283XW178W135WY384XWWW165Y265XWY384XW206WW&sn=Sebon00%20Jank%20Tank&obs=
Nathan Long,0,1,256,firstorder,197,14,9,9,5,0,0,3,3,5.0,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z284X256WWWY381X319W318WWY382X117W318WW&sn=Nathan%20Long%20JTO&obs=gascloud3,gascloud4,gascloud5"
Johnn Crane,0,1,256,firstorder,198,27,11,10,6,0,0,4,2,1.5,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z290XW164Y251X318W206WW183WW232W113WY286XWWY269XW&sn=Johnn%20Crane%20JTO&obs=gascloud1,gascloud4,gascloud5"
gregkash,0,1,256,galacticempire,195,25,9,8,10,1,3,4,8,3.0,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z184X125W37WW164Y164XW134W102W104W139WWY207XW234W97WWWWW249Y218XW&sn=gregkash%20JTO&obs=coreasteroid0,coreasteroid1,coreasteroid2"
Eric Maynard,0,1,256,firstorder,199,25,11,10,8,0,0,4,1,2.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z263X181WWY288X186WW183W30WW13WWY261X206WY384XWW102W165&sn=Eric%20Maynard%20JTO&obs=
Dan Mercer,0,1,256,galacticempire,199,26,9,5,7,0,0,3,1,1.3333333333333333,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z185X28W26W165Y198XW10W311Y168XWW24W37WW&sn=Dan%20Mercer%20JTO&obs=
Kenny Turner,0,1,256,rebelalliance,199,32,9,2,6,0,0,3,1,2.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z63XWWW21WW110WWY80XW136W54WW3WY18XWW97WWWWW&sn=Kenny%20Turner%20JTO&obs=
Rory Wilson ,0,1,256,resistance,199,33,10,6,9,1,5,4,6,2.5,"https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z352XW13W135W192WWWY379X100WW310WWW315Y250X113W177WWWWWWY257XWWW175WWW&sn=Rory%20Wilson%20JTO&obs=coreasteroid1,coreasteroid2,coreasteroid3"
Mike Wnek,1,0,256,rebelalliance,197,24,8,5,6,0,0,3,3,3.3333333333333335,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z17X136WWWWW235WWY24X113WW4W164Y58XWW41W&sn=Michael%20Wnek%20JTO&obs=core2asteroid0,core2asteroid1,core2asteroid2"
steve mclean,1,0,256,rebelalliance,195,27,10,7,5,0,0,4,5,4.25,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z25XW137W135WWWWY13XW165Y80XWW46WWWY5XWWWW142&sn=jank%20tank%20rebell%20mcdlt&obs=
william wooldridge,1,0,256,scumandvillainy,200,25,10,7,4,0,0,4,0,3.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z121XWW93WWWY230X48WWWWW156Y85XW138WWWWWWY120XWWWWW&sn=William%20Wooldridge%20JTO&obs=
Noah Hallett,1,0,256,scumandvillainy,199,23,12,11,3,0,0,5,1,2.0,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z102XY112XWWW91WWW156Y159XWWY120X126WWWWWY159XWW&sn=Noah%20Hallett%20JTO&obs=coreasteroid0,coreasteroid1,coreasteroid2"
mad_chemist,1,0,256,galacticempire,200,20,10,10,2,0,0,4,0,3.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z195X123WWWY205XWWWWW71WWY209XWWWY221X&sn=Chuck%20Crawford%20%5BJTO%5D&obs=core2asteroid5
Joel Springle,1,0,256,galacticempire,198,20,11,9,8,1,1,4,3,2.5,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z209X132WW68W165Y182X166W164Y186X60W26W108Y222XW&sn=Joel%20Springle%20JTO&obs=gascloud1,gascloud2,gascloud3"
Doug Howe,1,0,256,firstorder,200,16,8,8,9,0,0,3,0,3.6666666666666665,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z386X186W136WY382X132W186W311WY385X132WW99W86W240W&sn=Doug%20Howe%20JTO&obs=
trej,1,0,256,firstorder,200,28,11,9,3,0,0,4,0,2.5,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z286X178W234WY267XWWY385XWWW182WWY288XWWWWWWW&sn=Pawel%20Morawski%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
Matt McAllister ,1,0,256,rebelalliance,200,19,11,10,6,0,0,4,0,3.5,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z22XWW136W4WY1XWWW142Y14X75WY65X118WWW138W&sn=AgentStack%20JTO&obs=coreasteroid3,core2asteroid3,gascloud3"
Bohan Li,1,0,256,rebelalliance,199,24,12,14,3,0,0,5,1,3.0,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z23XWWW4WY16XY51XWWY31XWWW46WW140Y15X&sn=Joining%20the%20Bodhi%20Boys&obs=coreasteroid5,core2asteroid4,core2asteroid5"
Rinehart,1,0,256,scumandvillainy,198,21,11,11,4,0,0,4,2,3.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z83X122WWWW70WW236WY122XWWWWY303XY101XW234&sn=Rinehart%20Jank%20Tank&obs=
Chris Allen,1,0,256,firstorder,200,24,9,6,7,0,0,3,0,2.3333333333333335,
David Secretain,1,0,256,scumandvillainy,197,21,10,8,7,0,0,4,3,4.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z158XWW91WY131XW136W101W4W94W166Y97X121WY156XWWW&sn=David%20Secretain%20JTO&obs=
Leif Tangstad ,1,0,256,rebelalliance,197,23,11,8,9,1,1,4,4,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z12XW122WWW164W142Y73XWW12WW135WW313Y67X73WW166WWY53X256W&sn=Leif%20Tangstad%20jto&obs=
Jukequeline,1,0,256,scumandvillainy,192,31,8,5,3,0,0,3,8,3.6666666666666665,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z90XW102WWWWWWY108XWWWWWWY126X132WWWWW160&sn=Jacqueline%20Mitchell%20JTO&obs=
Charles Holcomb,1,0,256,galacticrepublic,200,28,10,6,4,0,0,4,0,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z323XW2WY276X74WW201WY342XWWWWWY364XW138WWWWW&sn=Charles%20Holcomb%20JTO&obs=
Mike Maurer,1,0,256,galacticempire,198,24,12,11,4,0,0,5,2,2.6,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z222XW105Y170XW113WY186X26WWY213XWWY189XW138WWWW&sn=Mike%20Maurer%20JTO&obs=
Steven Sior,1,0,256,rebelalliance,200,27,9,4,6,0,0,3,0,4.333333333333333,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z61XWWW137W41W53WW84W148Y77XW134WWWWY51XWW&sn=Steven%20Sior%20JTO&obs=
Fun Wok,1,0,256,resistance,196,30,10,7,3,0,0,4,4,2.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z295XWWWWWWY246XW311WWWWWWY345XW206WWY301XW101W&sn=funwok%20JTO&obs=
Zach Mertens ,1,0,256,galacticrepublic,198,23,9,8,7,0,0,4,2,3.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z313XWW200WY323XW233W135Y322X115WWW136Y340X133WWWW226W&sn=Zach%20Mertens%20JTO&obs=
Gregory Paul,1,0,256,galacticempire,199,19,8,12,4,0,0,4,1,4.0,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z175X127WWW106Y176XWWY173XW112W102WY172XWW&sn=Gregory%20Paul%20JTO&obs=gascloud4,gascloud5,gascloud6"
Totem,1,0,256,separatistalliance,199,30,9,3,5,0,0,3,1,3.3333333333333335,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z272X203W12WWWWW109WWY334XWW234WWWWW216WY336XWWWWWWW&sn=The%20Maul%2C%20the%20Tyrant%2C%20and%20the%20UPS%20guy&obs=
throwdownhorton,1,0,256,galacticempire,197,25,10,9,2,0,0,4,3,2.25,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z198XWWY213XWWY176XWWY192XW234WWWWW69W&sn=Unnamed%20Squadron&obs=gascloud4,gascloud5,gascloud6"
Alan Beard,1,0,256,galacticrepublic,198,20,8,8,6,0,0,4,2,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z332X119W113WW234Y323XWW234Y330XW213W234Y333XWWW&sn=Alan%20Beard%20JTO&obs=
Ian Campbell,1,0,256,separatistalliance,199,25,10,7,9,0,0,4,1,3.25,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z344X126W222WW229Y343X224WWY335XW10W136W59WWWW216WY326XWW70WW&sn=Ian%20Campbell%20JTO&obs=
Nick Aretakis,1,0,256,separatistalliance,198,23,10,7,7,1,1,4,3,3.0,"https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z326X134WWW109WY311XW208W236Y334XWW134WWWWW216W222Y308XWW&sn=NickArrowJTO&obs=yt2400debris0,yt2400debris1,yt2400debris2"
Justin Timmons,1,0,256,galacticempire,195,24,9,9,10,0,0,4,5,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z182X106WY163X133WW234W99W106W139WWY191X113WW99WWWWWY176X240WW106&sn=Justin%20Ti-%20JTO&obs=
Jay Davis,1,0,256,galacticrepublic,198,26,10,11,3,0,0,5,2,3.2,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z361X138WWWW69WY317XWWY322XWWW134Y277XWWWY274XWWW&sn=Jay%20Davis%20JTO&obs=yt2400debris0,core2asteroid0,gascloud1"
Liam Lee,1,0,256,rebelalliance,198,24,12,12,5,0,0,5,2,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z16XY391XWW10WWWW313Y15X106Y7XWWW142Y51X122WW&sn=Liam%20Lee%20JTO&obs=
Jeff Wilder,1,0,256,firstorder,197,26,11,10,6,2,4,4,7,2.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z265XW236Y268X177WY251X202WWWWWW111W249Y283XWWW311&sn=Jeff%20Wilder%20JTO&obs=
Jari-Matti Hannula,1,0,256,separatistalliance,195,23,12,10,8,0,0,5,5,2.4,"https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z307X239WWY279X224WWY305XWW166W229Y325X240W235WWW237Y311XW208W&sn=Jari-Matti%20Hannula%20JTO&obs=coreasteroid2,coreasteroid3,coreasteroid5"
Ryan Kriesch ,1,0,256,galacticempire,200,23,10,10,5,1,1,4,1,3.0,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z174X115WWWY198X240WWY186X60W28W108Y220XW&sn=Ryan%20Kriesch%20JTO&obs=core2asteroid3,core2asteroid4,core2asteroid5"
Jonathan McKinstray,1,0,256,galacticempire,198,33,10,7,3,0,0,4,2,3.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z219XWY215XWW28W38WWWWW147Y171XWWY166XWWWWW&sn=Jonathan%20McKinstray%20JTO&obs=
Marco Tocchi,1,0,256,scumandvillainy,200,30,11,11,7,1,2,5,2,2.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z248XW165Y399X106WY128XW92WWWY85XW138WW88WWW91WY159X98WW&sn=Marco%20Tocchi%20JTO&obs=
Calen Wong ,1,0,256,rebelalliance,198,28,9,7,7,1,2,4,4,3.0,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z48XWW54WW165WY18X136W238WWWWWWY52XWWY80X115W135WW88WW&sn=Calen%20Wong%20JTO&obs=coreasteroid0,core2asteroid0,core2asteroid2"
Tony Costanti ,1,0,256,galacticrepublic,195,22,8,8,5,0,0,4,5,4.0,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z273XWW200WY332X125WWWY321XWY365X122W138WWWW70W&sn=Tony%20Costanti%20JTO&obs=gascloud2,gascloud4,gascloud5"
Marcel Manzano,1,0,256,scumandvillainy,199,30,9,7,7,1,1,4,2,3.5,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z113X124WWWW164W106WY129XWWWWWY112XWWWW164W236WY117XW234W11WWWWW&sn=Marcel%20Manzano%20JTO&obs=gascloud4,gascloud5,gascloud6"
Dominick DiCarlo,1,0,256,galacticempire,198,29,9,8,4,0,0,4,2,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z175XWW311WY216XWWWW82W317WWY187XWW97WWWY226X&sn=Dominick%20DiCarlo%20JTO&obs=
Marc McIntyre,1,0,256,rebelalliance,197,24,8,6,8,0,0,3,3,3.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z71XWW106W2W167Y393X199WWW44W314WWWY23X122WW134WW&sn=Marc%20McIntyre%20JTO&obs=
Noah Routhier,1,0,256,firstorder,196,14,9,9,6,0,0,3,4,4.333333333333333,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384XW318W98WY382X132W202WWY237X126W178WW&sn=Noah%20Routhier%20JTO&obs=yt2400debris0,yt2400debris1,gascloud5"
Alex Boho,1,0,256,resistance,200,25,9,5,6,0,0,3,0,3.6666666666666665,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z296X195WW175W198WWY253XW2WW175WWWY244XWWWW174WWW&sn=RangdaBangda%20JTO&obs=
Greg Farrell / Farreg,1,0,256,galacticrepublic,200,18,9,10,6,0,0,4,0,4.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z333XW240W214WY277X250WWW247Y312XWWWY277X74WW201W&sn=Greg%20Farrell%20JTO&obs=
Dom Flannigan,1,0,256,firstorder,200,28,11,5,6,0,0,3,0,2.3333333333333335,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z281XWW180WWW11W113WY288XWW179WWWWW166Y383X181WWW&sn=Angry%20Kylo&obs=yt2400debris0,yt2400debris1,yt2400debris2"
Robby Goodhue,1,0,256,scumandvillainy,200,28,11,8,4,0,0,4,0,3.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z122X102WWWWY84XWW12WW71WWWY88XWWWWWWY119XW98WWWW&sn=Random%20Squad&obs=
StevieB,1,0,256,rebelalliance,198,29,12,9,3,0,0,5,2,2.4,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z76XW11WWWWY75XWWWWWWY15X166Y72XWWWWY47XWW46WWW&sn=StevieB-Wings&obs=
Andreas T (calitoolman),1,0,256,galacticrepublic,198,26,9,7,3,0,0,4,2,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z363XW134WWWWY338XW136WWWWY273XWW200WY319XW&sn=Andreas%20Tolman%20JTO&obs=
Samuel Melhado,1,0,256,rebelalliance,198,24,8,5,9,2,5,3,7,3.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z17XW97WWW40W316WW110Y41XW88WW110WW93Y69XWWW4W167&sn=Samuel%20Melhado%20JTO&obs=
Lysander Lysandrou,1,0,256,resistance,200,27,10,7,10,0,0,4,0,3.75,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z299XW2W164W175WW171WY347X186WWW61WWWY256XW5WW175W186WW11Y345XWWW&sn=Random%20Squad&obs=
Adam Nieting,1,0,256,firstorder,199,22,10,10,5,0,0,4,1,3.75,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z287X125WWW102Y285X126WWWW112WY384XWWWY397XW206WWWW&sn=Adam%20Nieting%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
Dale Cromwell,1,0,256,firstorder,197,22,9,6,8,0,0,3,3,4.0,https://launch-bay-next.herokuapp.com/print?lbx='Dale%20Cromwell%20JTO'.197.5.0.(69.626.(1.240)).(50.641.(16.278).(2.577).(1.236).(19.460)).(51.411.(8.465).(19.461.460))
Ross Wakefield,1,0,256,scumandvillainy,197,19,10,10,9,2,7,4,10,3.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z249X256WY120XW98W93WW108WY150X115W113WW236WY112X126W45WWWWW&sn=ross&obs=
Jeff Wilson,1,0,256,galacticempire,197,29,11,6,1,0,0,4,3,4.5,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z187XWWWWWY209XWWWY211XWWWY214XWWWWWWWW147&sn=Jankdown&obs=core2asteroid0,core2asteroid1,core2asteroid2"
