listid,faction,totalhealth,totalmainattack,totalagility,totalupgradecount,totaluselesscount,totaluselesscost,shipcount,avginitiative,yasb
steffen#1,galacticempire,20,8,5,10,1,0,3,3.6666666666666665,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z161X132W112W136W102W106W144WY185X54W14W166Y199X119WWW&sn=Random%20Squad&obs=
steffen#2,separatistalliance,19,12,12,6,0,0,5,3.4,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z327X136WW70WW237Y310X98W208W105Y343XWWY356XWY357XW&sn=Random%20Squad&obs=
Stephan Wehr#1,galacticempire,25,11,9,3,0,0,4,2.75,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z196X115WWWY167XWW60WWW162Y190XWWWWY182XW&sn=Random%20Squad&obs=
Stephan Wehr#2,scumandvillainy,41,9,6,3,0,0,4,1.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z92XWW36WW96WWY400XW13WWWWWY128XWWWWY92XWWWWWW&sn=Random%20Squad&obs=
Steve#1,scumandvillainy,21,9,9,6,0,0,4,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z114X32WW93WWW156Y83XWWW12W68WWWY157XW311WWY94XWW&sn=Random%20Squad&obs=
Steve#2,resistance,34,11,10,2,0,0,5,2.8,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z379XWWWWWY388XWWY378XWWWWWW315Y389XWWWWWWWWY380XWW91WWW&sn=Random%20Squad&obs=
StevieB#1,rebelalliance,29,12,9,3,0,0,5,2.4,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z76XW11WWWWY15X166Y75XW114WWWWWY72XWWWWY47XWWWWW&sn=Random%20Squad&obs=
StevieB#2,galacticrepublic,27,9,6,7,2,9,4,3.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z315XWWY340X133W136WW86W233WY332X126WWWY362XW137WW88WWW&sn=Random%20Squad&obs=
Stormalong#1,galacticrepublic,26,9,7,7,0,0,4,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z362XW138WW88W32W235WY340X131W134W30WWWY317XWWY274XWWW&sn=Random%20Squad&obs=
Stormalong#2,resistance,26,10,10,8,0,0,5,2.2,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z345X132W178WW109Y348XWWY300X117WW99WY347XW232WW244WWWY379XWW310WWW&sn=Random%20Squad&obs=
SWGoldie#1,rebelalliance,23,8,6,8,0,0,3,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z40X98WWWW93Y50X123W117WY20X136W238WWWWW317W104&sn=Random%20Squad&obs=
SWGoldie#2,galacticempire,29,12,11,2,0,0,5,2.4,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z171X75WWY168XWWWWWY185XWWY221X164Y219XW&sn=Random%20Squad&obs=
sycho#1,firstorder,22,10,11,4,0,0,4,2.75,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z269X318WY284XWW234WY285XW186WWW114WY283XWWW&sn=Random%20Squad&obs=
sycho#2,galacticrepublic,24,9,7,6,0,0,4,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z317X125WWY277X203WW201WY365X129WW136WWWWY333X124WWW&sn=Random%20Squad&obs=
Symbiode#1,resistance,27,10,9,11,1,5,5,2.2,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z349X116W186W192WY380X100WWWW166WY347X186W10WW173WW6W247Y380XWWWWWY348X198WW&sn=Random%20Squad&obs=
Symbiode#2,firstorder,22,9,10,7,0,0,4,3.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z242XWWWWWY283X131WWW102Y243X319W202W100WWW166Y265X202W&sn=Random%20Squad&obs=
Szentandr√ssy D√niel#1,galacticempire,28,9,7,7,0,0,4,3.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z172XWWY161XWWW98WW139W134W100Y191XWW238WWW71W69WY185XWW&sn=Random%20Squad&obs=
Szentandr√ssy D√niel#2,galacticrepublic,19,9,10,6,1,1,4,4.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z312X250WW200WY274XW4WW236Y313XWW201WY320XW99W&sn=Random%20Squad&obs=
tadpolelights26#1,scumandvillainy,25,9,6,8,0,0,3,3.6666666666666665,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z144XW138W25W85W67WWWY148X132W112WWWY128XWWW109W160&sn=Random%20Squad&obs=
tadpolelights26#2,firstorder,29,10,5,7,0,0,3,2.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z251XW177W194W30W32WW114WY238XWWWWWW240W165Y290XW&sn=Random%20Squad&obs=
Taloncor#1,firstorder,20,10,10,5,2,10,4,4.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z383XWWWY285XWW101W88W114WY382X115WWWY242XWWW76WW&sn=Random%20Squad&obs=
Taloncor#2,scumandvillainy,26,10,10,3,0,0,4,3.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z84XWW11WWWW109WY248XWY152XW232WWWWWWWY247XW&sn=Random%20Squad&obs=
Targaradude#1,scumandvillainy,29,11,6,3,1,8,4,3.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z119XWWWWWY109XWW54WWWY156XWWWY145X123WWW78WWWW&sn=Random%20Squad&obs=
Targaradude#2,galacticrepublic,31,10,8,10,0,0,5,2.8,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z364X127W138W234WW6WW211Y319XWY318X132W98WY360XW137W234WW4WWY320XWW&sn=Random%20Squad&obs=
TC#1,scumandvillainy,25,9,8,5,0,0,4,4.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z156XWWW166Y302XW164Y113X122WWW94WWW156Y152XWWWWWWWW&sn=Random%20Squad&obs=
TC#2,galacticrepublic,28,10,6,5,0,0,4,2.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z330X114W5W136Y339XW37WW214WY323XWWY340XWWWWW&sn=Random%20Squad&obs=
Ted W#1,resistance,27,7,3,9,0,0,3,3.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z245XWW173WW86WWWY352XW10W136W54WW2WY346XW11W135WWW312W&sn=Random%20Squad&obs=
Ted W#2,galacticempire,18,8,11,9,0,0,4,3.75,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z174X125W240W311W105Y394X199WWY170XWW100Y190X137WW98W90W&sn=Random%20Squad&obs=
The Eagle#1,galacticempire,23,10,9,8,0,0,4,4.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z181XWWY205X128WW102WWW68WW105Y167XW232WWWW162Y218X119W165&sn=Random%20Squad&obs=
The Eagle#2,firstorder,24,11,10,8,1,3,4,2.75,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z235X127W177W249Y251XWW59W194WWWW103Y384XW206WW109Y268XW&sn=Random%20Squad&obs=
the8bitdeity#1,separatistalliance,24,10,8,8,0,0,4,2.75,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z355XWY328X113WWW237Y325X112WW316WWY335XW232W134WWWWW216W239&sn=Random%20Squad&obs=
the8bitdeity#2,galacticrepublic,27,9,6,7,0,0,4,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z362X122W138W234WW254WWY316X127W98WY342XWWWWWY322XWW6W&sn=Random%20Squad&obs=
thelogicdump#1,resistance,26,10,8,5,0,0,4,2.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z348XWWY258XWW175WWWY244XW102W191W192WWWWY300XWWW206&sn=Random%20Squad&obs=
thelogicdump#2,scumandvillainy,29,11,9,6,0,0,5,2.6,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z94X126W61W109Y302X126WY142X206WWWWY110XWW53WWWY88XWWWWWW&sn=Random%20Squad&obs=
therockercrocker#1,scumandvillainy,28,9,7,8,0,0,4,3.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z88XWW79W9WWWY93XW55WY81XW112WWW317WWW151Y85X124WWWWW70WW&sn=Random%20Squad&obs=
therockercrocker#2,rebelalliance,27,10,8,3,0,0,4,2.75,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z56XW100W109Y55XWWY22XWWW7WY45XWWWWWW&sn=Random%20Squad&obs=
thesnailmaster#1,galacticempire,31,7,4,6,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z215XWW33W53W54W90W70WWY162XWWWW165WY161XWWWWW&sn=Random%20Squad&obs=
thesnailmaster#2,resistance,27,9,7,13,1,1,4,3.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z346X178WWW59W61WW108Y378X256WW196W92WWW315Y299XWWW175W206W171WY380XW6W93WWW&sn=Random%20Squad&obs=
thesteveyd#1,galacticempire,28,10,8,5,0,0,4,4.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z180XWW166Y216XWW59WWW317WW147Y220XW249Y205XWWWWWWW&sn=Random%20Squad&obs=
thesteveyd#2,galacticrepublic,24,9,7,4,0,0,4,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z333XWW2W136Y332XW112W5WY280XWWWWY317XWW&sn=Random%20Squad&obs=
Thomas Shaw#1,scumandvillainy,31,12,8,9,1,2,5,2.2,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z130X115W135W98WW92WY146X138WWWW67WW149WWY95X133W31WY159XWWY94XWW&sn=Random%20Squad&obs=
Thomas Shaw#2,resistance,22,8,5,9,0,0,3,4.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z246X133W102W246W192WW93W108WY350XWWWY231XWW109W175W206WW&sn=Random%20Squad&obs=
throwdownhorton#1,galacticrepublic,26,8,6,11,0,0,4,2.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z330X113WWY362X125WW234WW30W71WY360X118W138W136W86W6WWY323XWW135&sn=Random%20Squad&obs=
throwdownhorton#2,galacticempire,25,10,9,2,0,0,4,2.25,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z192XW234W102WWWWWY198XWWY176XWWY213XWW&sn=Random%20Squad&obs=
tigris#1,resistance,22,8,5,13,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z347XWW234W37W61W205W108Y258X6WW175W206W171W101Y231XW196WW175W186WW&sn=Random%20Squad&obs=
tigris#2,scumandvillainy,27,9,9,8,2,2,4,3.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z248XWY143X186W47WWW236Y83X125WWWW69WW109WY89XWWWWWW108W152&sn=Random%20Squad&obs=
Timanseb#1,resistance,24,9,8,8,0,0,4,3.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z351XW206WW136WW242W205W247Y300XWWWY252XWWW175WW171WY379XW191WWWW&sn=Random%20Squad&obs=
Timanseb#2,scumandvillainy,22,9,8,3,1,3,3,4.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z107XWWWWWWW153WY83XWWWWW96W249WY98XW&sn=Random%20Squad&obs=
Timathius#1,rebelalliance,27,10,4,14,2,3,3,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z66X116WW108W137W167Y37X113W314W65W103W140Y392XW136WW137WWW165W88W148&sn=Random%20Squad&obs=
Timathius#2,galacticrepublic,30,9,5,8,1,2,4,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z361X138WW86W213WWY331XWWWY341XWWW241WY366XW138W135W88WW70W&sn=Random%20Squad&obs=
Timo777760#1,galacticempire,24,11,8,5,0,0,4,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z179XWWY203X122WWWWW70WW165Y168XW10WW15WWY213XWW&sn=Random%20Squad&obs=
Timo777760#2,rebelalliance,23,9,6,7,0,0,3,4.333333333333333,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z42X125WWWW19W110WW154Y68X23WWW167Y21XW112WWW&sn=Random%20Squad&obs=
Tkdstitch#1,galacticempire,30,11,6,6,0,0,4,2.75,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z183XW15W60WY168XWWW53WW162Y172XWW100Y184X115WWW&sn=Random%20Squad&obs=
Tkdstitch#2,firstorder,22,9,6,9,0,0,3,3.6666666666666665,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z381X117W202W99WY238XWW59W180W183W13W111W110Y285XWWWWW&sn=Random%20Squad&obs=
TLFJ#1,rebelalliance,26,10,9,4,0,0,4,2.25,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z16XY45X98WW57W23WWWY21XWWWW109Y57XW&sn=Random%20Squad&obs=
TLFJ#2,galacticempire,25,10,8,8,1,0,4,3.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z161X119W240W136W101W104W144WY218XWY167XWWWW164W162Y212XWWW&sn=Random%20Squad&obs=
TNX_Old_Jester#1,scumandvillainy,23,10,9,5,1,1,4,4.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z119X133WW94WW166W108Y156XWWWY125X251WWWWWY249XW&sn=Random%20Squad&obs=
TNX_Old_Jester#2,rebelalliance,25,9,5,5,1,1,3,4.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z7XW0W108W142Y17XWWWWW317W70WY39XWWWWWW&sn=Random%20Squad&obs=
Toast#1,scumandvillainy,30,11,9,8,1,2,5,2.6,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z87X125W138WW88WW317WW109Y144XWW37WWW69WWY143X178WWWWY302XWY159XWW&sn=Random%20Squad&obs=
Toast#2,firstorder,20,10,11,6,2,9,4,3.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384X125W177W101W236Y266XWWY259XWW76WWY287XWWW311&sn=Random%20Squad&obs=
tomasz#1,rebelalliance,29,11,6,3,0,0,4,3.25,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z67XWWWWY18X135WWWW51WWWY58XWWWY390XWWWWW140&sn=Random%20Squad&obs=
tomasz#2,galacticempire,19,7,7,5,0,0,3,4.333333333333333,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z196XW111W232W100Y191XW135WWWWW235WY225XW&sn=Random%20Squad&obs=
Tommaso Loss#1,firstorder,30,11,8,4,1,3,4,2.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z385XWWWW240W249Y286XWWY288XW186W59WWWWWY285XWWWWW&sn=Random%20Squad&obs=
Tommaso Loss#2,galacticrepublic,36,12,10,4,1,2,6,2.3333333333333335,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z362X122W138WW88WW70WY364XWWWWWWY321XWY320XWWY321XWY323XWW&sn=Random%20Squad&obs=
Tommy#1,galacticrepublic,29,10,6,4,0,0,4,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z338XWWW89W241W165Y278XWW201WY363XWWWWWY317XWW&sn=Random%20Squad&obs=
Tommy#2,rebelalliance,25,9,4,8,1,3,3,3.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z73XW114WWWW247W313Y44XW101WWW37W249WW154Y66XWW165WW&sn=Random%20Squad&obs=
Tony (Tin Squadron)#1,galacticempire,21,9,9,10,0,0,4,2.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z203X115W134W98W99WW316W235WY171X73W114W99Y226XY186XWW106&sn=Random%20Squad&obs=
Tony (Tin Squadron)#2,scumandvillainy,30,10,7,8,0,0,4,2.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z94XW62WY122X102WWW109W247Y154X121W10WWWW83WWW150Y118XWWWWWW&sn=Random%20Squad&obs=
TonyC (Extended)#1,galacticempire,18,7,8,9,1,3,3,4.333333333333333,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z197X125WWW98Y205XW136W238WWW67WW105Y175X125WW100W249&sn=Random%20Squad&obs=
TonyC (Extended)#2,galacticrepublic,22,8,8,5,0,0,4,4.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z273XW233W200WY332X125WWWY321XWY365X122WWWWW70W&sn=Random%20Squad&obs=
Totem#1,separatistalliance,30,9,3,5,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z272X203W12WWWWW109W216WY334XWW234WWWWWWY336XWWWWWWW&sn=Random%20Squad&obs=
Totem#2,resistance,27,9,7,8,0,0,4,3.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z347X177WWWW54W190WY349X122WWWY246X124W311WW246WWWW193Y388XWW&sn=Random%20Squad&obs=
tox#1,galacticempire,24,12,13,9,1,1,5,1.6,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z228X164Y178X240W102W164Y182X108WY164X114WW311W108WY213XW317W&sn=Random%20Squad&obs=
tox#2,scumandvillainy,30,11,11,7,1,2,5,2.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z248X118W165Y399X106WY128XW92WWWY85XWWW88WWW91WY159X98WW&sn=Random%20Squad&obs=
Travis#1,scumandvillainy,25,10,7,3,0,0,4,3.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z121XWW93WWWY230X48WWWWW156Y85XWWWWWWWY120XWWWWW&sn=Random%20Squad&obs=
Travis#2,firstorder,28,10,5,7,0,0,3,4.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z251X202WW59W32WWW113WY282XW185WWW180W10WWY264XWW&sn=Random%20Squad&obs=
Travis Foss#1,firstorder,25,10,9,7,0,0,4,2.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z285XWW100WWWY265X178W247Y251XW177WW32W179WW111WY268XW&sn=Random%20Squad&obs=
Travis Foss#2,galacticempire,27,11,11,8,0,0,5,2.6,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z207XWWW102WW70WWY223X125WY168X114WW14W53WWY188XW137WWWW166Y227XW&sn=Random%20Squad&obs=
trej#1,firstorder,28,11,9,3,0,0,4,2.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z286X178W234W311Y267XWWY385XWWWWWY288XWWWWWWW&sn=Random%20Squad&obs=
trej#2,separatistalliance,26,13,11,3,0,0,5,3.0,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z355X125WY272X199WWWWWWWW239Y356XWY343XWWY324XWWWW&sn=Random%20Squad&obs=
TriggerHappyTaco#1,resistance,33,9,3,1,0,0,3,4.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z295XWWWWWWY246XWWWW86WWWY245XWWWWWWW&sn=Random%20Squad&obs=
TriggerHappyTaco#2,rebelalliance,28,10,6,5,0,0,4,3.75,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z17XW101WWWWW67W106Y14XWY391XWWWW135WWY59XW51WW&sn=Random%20Squad&obs=
TruksonSWE#1,galacticempire,20,8,5,10,1,7,3,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z207XWWW238WW316W69W109Y199X126W111W86WY186X33W15W165&sn=Random%20Squad&obs=
TruksonSWE#2,scumandvillainy,23,11,11,6,1,3,5,2.8,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z149XWW134W249WY159XWW247Y249XWY93XWWY87XWW134WW8WWW109&sn=Random%20Squad&obs=
Tsukuda_Joe#1,resistance,36,10,5,3,0,0,4,2.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z260XW206WWWW316WWY293XWWWWWW70WY350XWWWY347XWWWWWW&sn=Random%20Squad&obs=
Tsukuda_Joe#2,scumandvillainy,37,13,8,2,0,0,5,1.6,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z127XW66WWWWY111XWWWWY114XWWWWWY111X240WWWWY96X&sn=Random%20Squad&obs=
TTS#1,resistance,28,8,5,7,1,6,3,3.6666666666666665,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z294XWW242W90W86WWW166Y389XW113WW59WWWWWY270XW126WW&sn=Random%20Squad&obs=
TTS#2,firstorder,22,9,7,6,1,1,3,4.333333333333333,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z251XWWWW194W12WW108Y236X250W206W234WY264XWW&sn=Random%20Squad&obs=
tycho1707#1,scumandvillainy,24,9,9,6,0,0,4,2.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z152XWWW54W32WW94W106WY114XW71WWWW156Y304XY138XW&sn=Random%20Squad&obs=
tycho1707#2,galacticrepublic,28,10,9,3,0,0,5,3.2,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z317XW98WY333XW112WWY364XWWW253WWWY318XWWY323XWW&sn=Random%20Squad&obs=
Tyler Gi#1,resistance,29,9,6,9,1,5,4,2.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z352X186WW135WWW2WY351XW206WW134W244WW197WY380X100WWWWWY258XWW175WWW&sn=Random%20Squad&obs=
Tyler Gi#2,galacticempire,26,11,6,5,1,2,4,2.75,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z186X38W32WY191X240WWW101WWWWY213XWWY200XWW88W&sn=Random%20Squad&obs=
unfassbarnathan#1,separatistalliance,24,12,10,7,1,3,5,2.4,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z324XW98WWWY305X115W222W249WY343X99WWY324XWW235WWY344XWW165W&sn=Random%20Squad&obs=
unfassbarnathan#2,resistance,24,10,8,8,0,0,4,3.75,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z297X122W196WW175WWW11Y348X177WWY299XWW105W175WWW101Y377XWWWWWW&sn=Random%20Squad&obs=
VassalSeby#1,firstorder,34,12,7,3,0,0,4,3.25,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z385XWWWWWY288XWWWWW232WWY282XW202W180WWWWWY267XWW&sn=Random%20Squad&obs=
VassalSeby#2,separatistalliance,20,12,11,12,3,16,5,2.8,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z356X115W126Y337X102W208WY309X98W208W249Y311X98W208W106Y306X131WWW229&sn=Random%20Squad&obs=
VeryBadCheese#1,firstorder,20,9,7,12,1,1,3,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z382X133W318W311WY281X185W186W183W59W30W12W113W108Y263XW177W&sn=Random%20Squad&obs=
VeryBadCheese#2,galacticrepublic,31,10,5,4,1,1,4,3.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z280XWW253WW108Y319X98W108Y338XWWWWWY365XWWWWWW&sn=Random%20Squad&obs=
veyl#1,firstorder,16,8,8,10,1,2,3,5.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z287X319W202W234W102Y243X319W202W102W88W111WY382XWW101W&sn=Random%20Squad&obs=
veyl#2,separatistalliance,26,12,10,3,1,1,5,2.4,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z355XW236Y272XWWWWWWWW222Y279XWWY328XWW164WY337XWW&sn=Random%20Squad&obs=
VictoryOfEagles#1,galacticrepublic,25,8,4,10,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z333X119W113W2W135Y339X136WWWW165Y341XW217W227W4W164&sn=Random%20Squad&obs=
VictoryOfEagles#2,scumandvillainy,20,8,6,7,2,9,3,4.666666666666667,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z119X118W100W94WWW236Y103XWW311WWWWW153W76Y156XWWW&sn=Random%20Squad&obs=
viedit#1,galacticrepublic,26,9,7,6,1,7,4,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z276XW241WW109Y363XWW86W226W235WY315XWWY339XWWWW109&sn=Random%20Squad&obs=
viedit#2,scumandvillainy,27,8,4,10,2,5,3,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z113XW45WWW249W105W156Y146X138WWWW70WW149WWY154XWW98WW22W80WWW&sn=Random%20Squad&obs=
Vipcard3#1,rebelalliance,26,10,6,8,2,2,4,3.75,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z73X125W114W12WWW236W313Y77X131WWWWW108Y46XWW40WWWY57XW&sn=Random%20Squad&obs=
Vipcard3#2,resistance,21,9,10,9,2,1,4,4.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z378X133W311WWW236W109W315Y240XWW102WY256XW195WW175WWW10Y271XWWW&sn=Random%20Squad&obs=
Wally_Shanks#1,scumandvillainy,34,12,9,6,0,0,5,2.6,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z130X121W134WWWW108Y248X125WY116XWW11WW83WWWY111XWWWWY157XWWW&sn=Random%20Squad&obs=
Wally_Shanks#2,rebelalliance,20,8,8,5,0,0,4,3.25,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z27XWW136W0WW69W87Y16XY54XWWY49XWWWW156&sn=Random%20Squad&obs=
warmdown#1,separatistalliance,21,12,11,6,0,0,5,3.4,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z309X98W208W164Y311XWWY358XWY326X136WWWW237Y308X239WW&sn=Random%20Squad&obs=
warmdown#2,galacticempire,25,11,12,3,1,1,5,3.8,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z224X125W108Y177XWW100WY183XWWWY187XWWWWWY170XWW&sn=Random%20Squad&obs=
WesleyvW#1,scumandvillainy,24,10,10,11,2,3,5,3.2,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z156X132W101W93W236Y85X116W138W234W76W1WW95WY143XWW71WWY158XWWWY247XW&sn=Random%20Squad&obs=
WesleyvW#2,rebelalliance,24,11,10,11,2,4,5,1.6,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z72XW53W105W7W167Y56X132WW249Y60X40W37W236Y57X100WY14X74W&sn=Random%20Squad&obs=
wilhelmfors#1,firstorder,18,11,12,2,0,0,4,4.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384X119WWWY287XW177WWY383XWWWY266XWW&sn=Random%20Squad&obs=
wilhelmfors#2,galacticrepublic,26,9,7,9,1,3,4,3.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z274X251WWWY365XW138W234WW6W69WY321XW249Y340XW234WWW6W211&sn=Random%20Squad&obs=
Will#1,galacticempire,19,11,10,5,0,0,4,2.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z198XWW100Y210X128WW71WY187XWWW100WWY182X166W&sn=Random%20Squad&obs=
Will#2,resistance,23,8,8,15,2,7,4,2.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z378X256W99WW310W109W108W315Y346XWW135WWW312W236Y271X127W115WW206Y350XW178W192W165&sn=Random%20Squad&obs=
willhaigwood#1,firstorder,28,10,8,6,0,0,4,2.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z289XW318W53WW183W232WWY290X177WY397XWW101WWWY259XWWWW&sn=Random%20Squad&obs=
