listid,faction,totalhealth,totalmainattack,totalagility,totalupgradecount,totaluselesscount,totaluselesscost,shipcount,avginitiative,yasb
kengrory#2,scumandvillainy,26,11,8,10,1,2,4,2.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z151X114W134W105W163W108Y145XWWWWW68W166W149WW1Y157X120WWWY124XWWWW&sn=Random%20Squad&obs=
Kerbocat#1,galacticrepublic,30,9,5,5,0,0,4,3.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z342X122WW54WW241W106Y321XW105Y362XWWWWWWY359XWWWWWW&sn=Random%20Squad&obs=
Kerbocat#2,scumandvillainy,29,11,10,10,1,3,5,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z96XY93X125W30WY154XWWWW22W79W93WW150Y142X206WW317W93WY132XW249W&sn=Random%20Squad&obs=
ketchupman#1,scumandvillainy,24,12,12,4,0,0,5,3.2,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z120XWWW93WW109Y150XWWWWY94X127WWY141XWWWW106Y133XWW&sn=Random%20Squad&obs=
ketchupman#2,separatistalliance,26,10,6,8,0,0,4,2.25,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z334X203W12WWW217WWWW223Y279X99WWY336X11WWW219WW166WWY311XWW&sn=Random%20Squad&obs=
Kettch#1,scumandvillainy,29,8,6,10,1,3,3,2.6666666666666665,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z400X135WW55WW92W249WY81XWW11W232WWWWY154X132W11WWWWWW106W150&sn=Random%20Squad&obs=
Kettch#2,separatistalliance,30,11,6,3,0,0,4,1.75,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z329X113WWWWY336XW136WWWWW216WY307XWWY334XWWWWWWWW&sn=Random%20Squad&obs=
KFull#1,rebelalliance,24,10,9,8,0,0,4,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z31XW112W56WWW140Y36X92W114WWWW140Y47XW69W58WWWY16X&sn=Random%20Squad&obs=
KFull#2,galacticrepublic,21,8,9,3,0,0,4,4.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z278XWW200WY312XWWWY318X132WW166Y359XWWWWWW&sn=Random%20Squad&obs=
Khaaannn#1,scumandvillainy,26,10,7,14,1,1,4,3.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z144X124W137WW90W69WW164W149W113W4Y94XWW106Y123XW102W94WW164WY95X133WW108&sn=Random%20Squad&obs=
Khaaannn#2,galacticrepublic,21,8,9,4,0,0,4,5.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z359XW137W135WW214WWY275XWWWY312XWWW166Y316XWW&sn=Random%20Squad&obs=
Kimberly Colas#1,rebelalliance,20,6,3,12,0,0,2,2.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z17X234WW238W88W44W67WW110Y41X102W77W58W164W157W93&sn=Random%20Squad&obs=
Kimberly Colas#2,resistance,26,10,8,6,0,0,4,3.75,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z347X186WW136WWWWY270XWWW206Y256XW196WW175WWWY297XWWW175WWW&sn=Random%20Squad&obs=
kken#1,firstorder,20,10,12,3,0,0,4,3.25,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z235XWWY284XW178W135WY283XW177WWY262XWW&sn=Random%20Squad&obs=
kken#2,galacticrepublic,28,10,9,5,1,3,5,2.6,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z361XWWW4W316W249Y332XWW226W234Y323XWWY331XWWWY321XW&sn=Random%20Squad&obs=
Knuckles#1,scumandvillainy,25,11,13,5,0,0,5,2.8,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z399X164WY81XWWW12WW96WW151Y157X119WWWY249XWY113XWWWWWW&sn=Random%20Squad&obs=
Knuckles#2,firstorder,22,9,10,7,0,0,4,4.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z284XWWW100Y264X123W202W166Y285X122WW102WWWY397XWW99WWW&sn=Random%20Squad&obs=
Korp Reideick#1,rebelalliance,20,8,6,13,2,11,3,3.3333333333333335,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z23X115W112WW2W249Y10X91W126W136W3W166W142Y29X116WWW7WWW76&sn=Random%20Squad&obs=
Korp Reideick#2,galacticempire,21,11,9,5,2,1,4,3.75,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z201X126W114W86W108Y181XWWY183XWWWY176XWW105&sn=Random%20Squad&obs=
Kota_Macc#1,firstorder,16,8,8,5,0,0,3,4.333333333333333,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z242XW318W311W182W111WY237XWW134WY383XWWW&sn=Random%20Squad&obs=
Kota_Macc#2,galacticrepublic,26,9,6,9,0,0,4,2.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z275XW241W201WY362X123WW135W227W32WW247Y319XWY361XWWW233WW211&sn=Random%20Squad&obs=
Kriegzilla#1,galacticempire,20,8,7,6,0,0,3,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z178X114W102WY185X33WW249Y196X133WWW100&sn=Random%20Squad&obs=
Kriegzilla#2,separatistalliance,25,10,7,9,0,0,4,3.25,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z344X126W222WW229Y343XWW106Y335XW10W136W59WWWW216WY326XWW70WW&sn=Random%20Squad&obs=
Kris Sote#1,resistance,23,11,12,8,0,0,5,2.6,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z345X120W177WW166Y270XW122WW206Y258XWW175W186W171WY350XWWWY300XWWW&sn=Random%20Squad&obs=
Kris Sote#2,galacticempire,27,8,3,8,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z167XW13W30W60WW162Y191X114WWWW82W68WWY185XW32W&sn=Random%20Squad&obs=
KRock#1,firstorder,28,10,5,10,0,0,3,2.3333333333333335,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z281X177W318W37WW180W232W240WY235X132WW106Y282XW202WW59WWWW&sn=Random%20Squad&obs=
KRock#2,resistance,31,9,6,7,1,4,4,4.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z245XW99W173WWWWWY380X101W205WW104WW315Y351XWWWWWW312WY377XWWWWWW&sn=Random%20Squad&obs=
Lannes10#1,galacticempire,30,8,4,5,0,0,3,4.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z167XWW50WWW162Y169XWWY396X127WW30WWWW70WW&sn=Random%20Squad&obs=
Lannes10#2,scumandvillainy,24,9,9,8,0,0,4,4.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z125XWW95W92WW160Y140XW186W30WW94WY133XW165W99Y398XWWW&sn=Random%20Squad&obs=
Largo12#1,firstorder,20,9,11,6,1,3,4,3.25,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z265X206W249Y284X123W178W134WY242XWWWW111WY264XWW&sn=Random%20Squad&obs=
Largo12#2,resistance,26,10,10,8,0,0,5,2.6,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z348XWWY349X116W186WWY388X115W100WY347XW13W134W32WW6WY378XWWWWWW&sn=Random%20Squad&obs=
Le pirate non binaire#1,scumandvillainy,23,10,9,4,0,0,4,4.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z147X125WWWW163WY109X123WWWWW155WY132XWWY398XWWW&sn=Random%20Squad&obs=
Le pirate non binaire#2,rebelalliance,25,11,6,5,1,3,4,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z74X122W114WW11WWWY67X75WWWWY71XWWW4WY59XWWW&sn=Random%20Squad&obs=
Lee 7 Suns#1,firstorder,20,10,7,7,0,0,3,2.6666666666666665,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384X133W177W99WY281X185WWWWW11W114WY383XW206WW&sn=Random%20Squad&obs=
Lee 7 Suns#2,rebelalliance,27,10,7,4,0,0,4,2.75,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z58XW65WW249Y49XWWWW156Y24X113WWWY28XWWWWWW&sn=Random%20Squad&obs=
Legionthree#1,scumandvillainy,32,12,7,1,0,0,4,2.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z122XWWWWY110XWWWWWY111XWW96WWY84XWWWWWWW&sn=Random%20Squad&obs=
Legionthree#2,rebelalliance,23,7,5,11,2,4,3,2.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z45XWW21W17W236WW154Y71XWW249W2WY46X132W68WW105W249W156&sn=Random%20Squad&obs=
Liritar5203#1,galacticempire,34,11,10,3,0,0,5,2.4,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z206XWW102WWW235WY178XWWY208XWWWWWWY165XWWW38WWY164XWWWW&sn=Random%20Squad&obs=
Liritar5203#2,separatistalliance,23,8,5,9,0,0,3,2.0,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z308XW165W229Y334XWW135W217W32WW166W216W223Y324XWW235WW&sn=Random%20Squad&obs=
Lonailan#1,galacticrepublic,28,9,6,5,0,0,4,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z332XW113W6W134Y333XWWW234Y342XWWWWW164Y362XWWWWWW&sn=Random%20Squad&obs=
Lonailan#2,rebelalliance,24,11,7,5,0,0,4,3.75,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z67XWWWW167Y58X122WWWY52X126WWY391XWW11WW134WW&sn=Random%20Squad&obs=
Looryl Louie Qrygg#1,galacticempire,26,11,12,6,1,0,5,2.6,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z171X203W112WY178X114WW247Y186XWWY162XWWWWW139WWY224XW105&sn=Random%20Squad&obs=
Looryl Louie Qrygg#2,rebelalliance,23,9,6,6,0,0,3,2.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z55X127W98WY41XW87WW164WW92Y34XWWWWW140W&sn=Random%20Squad&obs=
Lord Cronal#1,galacticempire,27,9,7,9,1,2,4,3.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z206XW102W100W88WWWY192XW134WW99WWW71WY205X133WWWWWW68W164Y202XWW&sn=Random%20Squad&obs=
Lord Cronal#2,firstorder,20,10,11,2,0,0,4,4.25,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z266XW318WY284XW178WWY382XWWWY285XWWWWW&sn=Random%20Squad&obs=
Loud_Whisper#1,resistance,22,10,10,6,0,0,4,4.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z300XWWWY239XW124W98WY297XW190WW175WW171WY252XWWW175WWW&sn=Random%20Squad&obs=
Loud_Whisper#2,rebelalliance,19,7,6,8,0,0,3,4.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z24XWW3WY46XWWWWW156Y25X131W138W135WW108W69W86&sn=Random%20Squad&obs=
Luke Paulson#1,galacticempire,28,9,8,3,0,0,4,3.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z167XWWWWWY162XW240WWW109WY173XW112WWY206XWWWWWW&sn=Random%20Squad&obs=
Luke Paulson#2,scumandvillainy,28,11,8,4,0,0,4,3.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z109XW240WWW165W155WY100XWY127XW62WWWWY158XWWW&sn=Random%20Squad&obs=
Luke Wilkie#1,resistance,33,10,6,5,0,0,4,2.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z348XW30W106Y245X122WWWWWWWY291XW206WWW174WWWY379XWWWWW&sn=Random%20Squad&obs=
Luke Wilkie#2,scumandvillainy,35,11,5,5,1,1,4,1.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z124XW92WW236WY109XW112WWWWY111XWWW166WY92XWWW76WWW&sn=Random%20Squad&obs=
Lunar Sovereign#1,galacticempire,24,12,11,4,0,0,5,2.6,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z222XW105Y170XW113WY186XW26WY213XWW109Y189XWWWWW&sn=Random%20Squad&obs=
Lunar Sovereign#2,resistance,34,10,5,5,0,0,4,2.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z254XWW175W177WWY347XWWW191W53WWY246XWWWWWWWY346XWW134WWWW&sn=Random%20Squad&obs=
Lysander#1,galacticempire,20,9,10,5,0,0,4,4.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z161XW114W234W100W165W139WWY223XWY395XWWWY173XWWW&sn=Random%20Squad&obs=
Lysander#2,resistance,27,10,7,9,0,0,4,3.75,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z299XW2W164W175WW171WY347X186WWWW61WWY256XWWW175W186WW11Y345XWWW&sn=Random%20Squad&obs=
Mad Chemist#1,firstorder,23,11,14,5,0,0,5,3.2,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384XWW101WY266XW177WY385X115WWWWW165Y269X178WY267XWW&sn=Random%20Squad&obs=
Mad Chemist#2,galacticempire,21,10,10,2,0,0,4,3.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z195XWWWY205XWWWWWW71W164Y209XWWWY221X&sn=Random%20Squad&obs=
Magne#1,firstorder,16,9,9,4,0,0,3,3.6666666666666665,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z283XW177W134WY386XWWY381XW177W102W&sn=Random%20Squad&obs=
Magne#2,separatistalliance,20,9,5,10,1,3,3,2.6666666666666665,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z334X203W11W134WW32W70W249W216W222Y344X126WWWY308XW106W&sn=Random%20Squad&obs=
Makaze#1,firstorder,30,11,5,6,0,0,3,2.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z251XWWW59WW12W240WY281X186WWWWW232W111WY286XWW&sn=Random%20Squad&obs=
Makaze#2,resistance,27,8,5,10,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z271X122W131W100W206Y245X115W102WWWW95W166W193Y291XWW243WWWWW&sn=Random%20Squad&obs=
Malloc#1,galacticrepublic,21,8,9,5,1,8,4,3.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z362X125WWWW54WWY314X250WWW166Y276XW2WWY333XWWW&sn=Random%20Squad&obs=
Malloc#2,rebelalliance,20,10,9,5,0,0,4,2.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z24XWWWY71XWWWW167Y66XWWW137WY48XWW56W105WW156&sn=Random%20Squad&obs=
Mando Joe#1,firstorder,22,9,6,9,1,8,3,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z242X116W178W100W76WWY288X318WWW59W32W12W111WY384XWWW&sn=Random%20Squad&obs=
Mando Joe#2,galacticrepublic,22,7,4,10,1,8,3,3.3333333333333335,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z322X125W240W252WY280XWW76WW106Y364XW138W136W253W214W235W&sn=Random%20Squad&obs=
Marc#1,rebelalliance,24,8,6,8,0,0,3,3.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z71XWW106W2W167Y393X199WWW44W19WWWY23X122WW134WW&sn=Random%20Squad&obs=
Marc#2,scumandvillainy,35,9,6,10,0,0,4,1.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z118X135WWWW96W165WY88X137WWW5WWWY154XWW311W43W30WW92WW150Y143XWWWW&sn=Random%20Squad&obs=
Marcel GS#1,firstorder,22,9,6,8,1,1,3,4.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z381X256WWW236Y288X177W206W194W53W59WW111WY385XWWWWW&sn=Random%20Squad&obs=
Marcel GS#2,scumandvillainy,30,9,7,7,1,1,4,3.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z113X124WWWW164W106WY129XWW99WWW236Y112XWWWWW164WY117XW234WWWWWW&sn=Random%20Squad&obs=
Mark Ar#1,scumandvillainy,24,9,8,11,0,0,4,2.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z90X124WW16W59W86WW106W152Y102XY95XW63W164Y156XW102W95W105&sn=Random%20Squad&obs=
Mark Ar#2,galacticempire,24,11,8,8,1,7,4,2.75,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z179X119WW249Y168XW13WWW165W162Y206XWW102W86WWWY395X119WWW&sn=Random%20Squad&obs=
Martyn Chivers#1,firstorder,24,8,5,11,1,2,3,4.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z288X185W177WW59W184W13W240W110Y242XWW100W88WW106Y243XWW101WWW&sn=Random%20Squad&obs=
Martyn Chivers#2,galacticempire,22,9,9,6,0,0,4,3.25,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z169XW111W101Y184XW15WW166Y177XW240W311WY190XWWWW&sn=Random%20Squad&obs=
MatCauthonReborn#1,rebelalliance,30,8,3,8,0,0,3,2.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z20XWWWW44W316W235WY45X98WWW17WWW154Y75XWWWW136WW313&sn=Random%20Squad&obs=
MatCauthonReborn#2,galacticempire,23,12,12,4,0,0,5,2.8,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z181XWWY188XW138WW99WWY163X132WWW101WWY221XY200XWWW&sn=Random%20Squad&obs=
Matt#1,rebelalliance,30,11,6,3,0,0,4,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z80XWWWW3WY69XWWWWY36X96WWWWW140Y60XWW&sn=Random%20Squad&obs=
Matt#2,galacticempire,28,9,8,10,1,1,4,2.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z396X124W135W49W38W28WWWW147Y190XW101W100WW236Y226X165Y228X&sn=Random%20Squad&obs=
Mattcogg#1,resistance,23,7,6,10,0,0,3,4.666666666666667,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z240X125WW102W206Y389X131W111WW54W86W76WWW165Y378XWWWWWW315&sn=Random%20Squad&obs=
Mattcogg#2,firstorder,20,9,7,6,0,0,3,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z383XWWW247Y238XW177WW184W179WWWY263XW177W165&sn=Random%20Squad&obs=
Max Sterling#1,scumandvillainy,28,10,8,8,1,1,4,2.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z124X99WWWW166Y102XY116XWWWWWW236WY87X256W138W234WWWW93W165&sn=Random%20Squad&obs=
Max Sterling#2,separatistalliance,24,10,7,12,1,3,4,2.5,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z306XW220W249W229Y337X99W208W164Y334X251W12WWW219WW109W216WY309XW208W&sn=Random%20Squad&obs=
Maxx#1,galacticempire,35,8,2,7,0,0,3,3.6666666666666665,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z165X112W232WWW103W162Y216XWWWWW317W106WY191XWWWWW71WW&sn=Random%20Squad&obs=
Maxx#2,firstorder,18,10,12,4,0,0,4,4.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z283X131WWW101Y262X119WWY267XWWY381XWWW109&sn=Random%20Squad&obs=
McDLT#1,separatistalliance,27,12,7,8,1,3,4,1.75,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z336X12WW219W53WW249W216WY306X124WWWY307X222WW229Y307XWW&sn=Random%20Squad&obs=
McDLT#2,rebelalliance,27,10,7,5,0,0,4,4.25,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z25XW137W135WWWWY13XW165Y80X123WWWWWY5XWWWW142&sn=Random%20Squad&obs=
Mecaflux#1,firstorder,26,10,9,8,0,0,4,2.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z238XWW30WW183W12WW109Y259XW100W86W113WY264XWW106Y235XWW&sn=Random%20Squad&obs=
Mecaflux#2,scumandvillainy,22,11,13,6,0,0,5,3.2,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z83X119W240WW11W316WWW151Y248X121WY158XWWWY156XWWWY249XW&sn=Random%20Squad&obs=
Medaps#1,separatistalliance,22,11,8,5,0,0,4,4.0,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z305X124WWWY335XWWWW217WW110W216W223Y357XWY343XWW&sn=Random%20Squad&obs=
Medaps#2,firstorder,32,12,8,7,1,3,4,2.25,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z268XW106Y251X186WW183WW59W11W240W249Y269XWY288XWWWWWWW&sn=Random%20Squad&obs=
Mefaze#1,scumandvillainy,21,10,8,11,1,1,4,2.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z131X126W134W99W9W95W236Y98X118W234Y159X100W91WY95XW47W&sn=Random%20Squad&obs=
Mefaze#2,resistance,27,7,3,7,0,0,3,2.6666666666666665,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z352XWW136W242W192WW109Y244XWW244WW86WWWY346XW13WWWWW&sn=Random%20Squad&obs=
MegaSilver#1,firstorder,20,10,7,9,0,0,3,3.3333333333333335,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384X118WW101WY289X202WW37WW32WW240WY383X125W177W98W&sn=Random%20Squad&obs=
MegaSilver#2,separatistalliance,21,10,8,15,0,0,4,2.5,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z343X224W208W164Y279X224W208W166Y336X10W234W32W53W68WW216W223Y354X115W255&sn=Random%20Squad&obs=
Merrick#1,galacticempire,28,10,6,9,1,0,4,2.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z162XW114W135WW108W144WY186X49WWY183XW30WWY188X256W138WW102WW&sn=Random%20Squad&obs=
Merrick#2,scumandvillainy,34,10,6,2,0,0,4,3.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z86X115WWWWWWWY126XWWWWWY153XWWWWWW92WWY96X&sn=Random%20Squad&obs=
Michau#1,resistance,30,10,9,6,2,8,5,3.2,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z349X124W178WW249Y351XWW232WWWW5WY388XWWY378XW98WWWWWY347XWWWWWW&sn=Random%20Squad&obs=
Michau#2,firstorder,30,10,4,7,0,0,3,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z282X177WWWW37W13W240WY242XW206W102W86WWY281XWWWWWWW&sn=Random%20Squad&obs=
mightynute#1,galacticrepublic,21,8,8,8,0,0,4,3.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z332X133W113W233W136Y323XW252WY364XWWWWWW247Y275X203W214WW&sn=Random%20Squad&obs=
mightynute#2,rebelalliance,25,9,4,8,0,0,3,5.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z392XWWW137W57WW109W81W148Y9X130WWWW142Y69XWWWW167&sn=Random%20Squad&obs=
miguel#1,scumandvillainy,26,11,10,5,0,0,5,2.8,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z124XWWWWY113XWW317WW166W106W156Y85XWWWWW317WWY159XWWY248XW&sn=Random%20Squad&obs=
miguel#2,rebelalliance,27,8,4,6,1,14,3,4.666666666666667,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z55X122W311W164Y78X115W134WW77WWY42XWWWWWWW&sn=Random%20Squad&obs=
minishe#1,scumandvillainy,31,8,5,3,1,6,3,3.6666666666666665,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z90XW102W39WWWWWY108XWWWWWWY126X132WWWWW&sn=Random%20Squad&obs=
minishe#2,rebelalliance,27,9,3,8,1,7,3,3.3333333333333335,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z392XWWWWW32WW86W148Y59XW56W23WY48X122W316WW107WW&sn=Random%20Squad&obs=
missileaway#1,rebelalliance,26,10,4,3,0,0,3,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z58XWW59W166Y41XWWWWWY74XWWW11WWW&sn=Random%20Squad&obs=
missileaway#2,resistance,27,11,12,7,0,0,5,2.4,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z271XW127W102W178Y388X116WWY258XWW175W186WWY377XWWW94WWWY379XWWWWW&sn=Random%20Squad&obs=
mission18#1,firstorder,25,9,6,9,1,2,3,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z397X118W177W100W88W240W165Y286X206W134W100Y289XWWWWWWW&sn=Random%20Squad&obs=
mission18#2,separatistalliance,23,13,13,6,0,0,5,2.8,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z325XW317W221WWY353XY329XW311WW165W237Y353XY354X131W&sn=Random%20Squad&obs=
MistbornJedi#1,resistance,23,7,5,13,1,1,3,3.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z352XW13W134W53W54W205W236Y295XW242W30WW95W103W193Y239XW132WW198&sn=Random%20Squad&obs=
MistbornJedi#2,galacticrepublic,26,8,6,8,2,9,4,4.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z359X251WWW76W4WWY366XW137W134WWW317W236Y321XWY315XWW105&sn=Random%20Squad&obs=
Mitthraw#1,firstorder,15,8,8,9,1,8,3,4.666666666666667,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z243X123W318W101W76W112WY384X122WW99W165Y382X124WWW&sn=Random%20Squad&obs=
Mitthraw#2,resistance,27,11,11,4,0,0,5,3.4,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z256XW195WW175WW171WY350XWWWY239XWWWY377XW102WWWWWY379XWWWWW&sn=Random%20Squad&obs=
MJN248#1,resistance,26,8,4,8,0,0,3,4.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z351XW186WWW243W61WWY231X117W2WW175WW171W102Y295XWWWWWW&sn=Random%20Squad&obs=
MJN248#2,galacticempire,22,9,9,11,1,8,4,3.25,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z161X115W240W136W101W164W139W134W311Y164XWWWW139W134WY212XW76WWY218XW&sn=Random%20Squad&obs=
Monkeyreign#1,resistance,26,8,4,8,0,0,3,3.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z295XW244WWW95WWY253X132W190WW175W198WWY351XW198WW136WWWW&sn=Random%20Squad&obs=
Monkeyreign#2,scumandvillainy,21,10,8,11,1,1,4,2.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z131X126W134W99W9W95W236Y98X118W234Y159X100W91WY95XW47W&sn=Random%20Squad&obs=
Moof Milker#1,rebelalliance,27,9,4,7,0,0,3,4.333333333333333,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z68X17W165WW167Y77X116W135W58WW7WY42XWWWWWWW&sn=Random%20Squad&obs=
Moof Milker#2,resistance,26,10,8,8,1,3,4,3.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z345X127WWW249Y255XWW175W177WWY245X133WWWWW92WW193Y388XWW178&sn=Random%20Squad&obs=
